id,parent_id,tipo,sku,nombre,old_stock,new_stock,new_status,motivo
9722,0,simple,666222942018,ANADROX PUMP & BURN (MHP),0,0,outofstock,actualizacion_inventario
9723,0,simple,666222097404,SUPER FAT BURNER + (MHP),80,78,instock,actualizacion_inventario
9724,0,simple,666222093741,T-BOMB 3XTREME (MHP),2,2,outofstock,actualizacion_inventario
10076,0,simple,710779770171,LEAN BODY COOKIES & CREAM LABRADA 17OZ,0,251,instock,actualizacion_inventario
10077,0,simple,710779770089,LEAN BODY VANILLA LABRADA 17OZ,0,199,instock,actualizacion_inventario
10078,0,simple,710779770096,LEAN BODY CHOCOLATE LABRADA 17OZ,0,507,instock,actualizacion_inventario
10103,0,simple,6009544941668,QHUSH EXTREME ENERGY + NOOTROPIC GLACIER 500ML,60,69,instock,actualizacion_inventario
10104,0,simple,6009544936848,QHUSH EXTREME ENERGY BUBBLEGUM BLAST 500ML,0,0,outofstock,actualizacion_inventario
10154,0,simple,710779770102,LEAN BODY STRAWBERRY LABRADA 17OZ,0,856,instock,actualizacion_inventario
10709,0,simple,860007448966,RAW TEST,3,0,outofstock,actualizacion_inventario
11059,0,simple,842595105049,C4 RIPPED TROPICAL PUNCH 30 SERV (PRE-WORK) CELLUCOR,0,0,outofstock,actualizacion_inventario
11092,0,simple,181030000175,XTEND ORIGINAL 30 SERV. GLACIAR GRAPE,0,0,outofstock,actualizacion_inventario
11094,0,simple,812135021658,XTEND ORIGINAL 30 SERV. ITALIAN BLOOD ORANGE,0,0,outofstock,actualizacion_inventario
11097,0,simple,181030000151,XTEND ORIGINAL 30 SERV. BLUE RASBERRY ICE,0,0,outofstock,actualizacion_inventario
11112,0,simple,705016353156,ISO 100 VAINILLA 3 LBS DYMATIZE,0,0,outofstock,actualizacion_inventario
11113,0,simple,705016353132,ISO 100 GURMET CHOCOLATE 3 LBS DYMATIZE,0,0,outofstock,actualizacion_inventario
11137,0,simple,829263411138,BLEND NITRO UP DE 2LB CHOCOLATE MUSCLEOLOGY,0,0,outofstock,actualizacion_inventario
11138,0,simple,829263000080,BLEND NITRO UP DE 2LB COOKIES AND CREAM MUSCLEOLOGY,0,0,outofstock,actualizacion_inventario
11139,0,simple,829263000134,BLEND NITRO UP DE 2LB VAINILLA MUSCLEOLOGY,0,0,outofstock,actualizacion_inventario
11149,0,simple,829263210137,CATEGORY 5 - CREATINA POWDER STIM FREE PREWORKOUT - MUSCLEOLOGY,32,34,instock,actualizacion_inventario
11154,0,simple,829263227135,DTOX KIDNEY DETOXIFIER MUSCLEOLOGY,31,31,instock,actualizacion_inventario
11157,0,simple,829263300012,TESTOSTERONA REDTEST MUSCLEOLOGY,0,0,outofstock,actualizacion_inventario
11159,0,simple,829263000172,VITE-OLOGY MULTIVITAMINICO MUSCLEOLOGY,33,32,instock,actualizacion_inventario
