id,parent_id,tipo,sku,nombre,old_stock,new_stock,new_status,motivo
19280,19277,variation,810121057018,HIDRATACION TANGERINE 30M SERVING,15,15,instock,inventario
19279,19277,variation,810121057001,HIDRATACION WATERMELON,11,11,instock,inventario
19278,19277,variation,810121057261,HIDRATACION PEACH TEA,15,15,instock,inventario
19263,19253,variation,810121058978,AMINO K.E.M BLACK BERRY LEMONADE- EVOGEN,7,7,instock,inventario
19262,19253,variation,817189024532,AMINO K.E.M SOUR WATERMELON- EVOGEN,8,8,instock,inventario
19261,19253,variation,817189028264,AMINO K.E.M BLUEBERRY APPLE-EVOGEN,7,7,instock,inventario
19260,19253,variation,817189025393,AMINO K.E.M TROPIC TUNDER-EVOGEN,10,10,instock,inventario
19259,19253,variation,817189028523,AMINO K.E.M SOUR CANDY- EVOGEN,8,8,instock,inventario
19258,19253,variation,810121055755,AMINO K.E.N CRAN BERRY POMEGRANATE- EVOGEN,3,3,outofstock,inventario
19257,19253,variation,810121054857,AMINO K.E.M VICTORY PUNCHS- EVOGEN,4,4,outofstock,inventario
19256,19253,variation,810121057988,AMINO K.E.M JUICY GRAPE-EVOGEN,5,5,outofstock,inventario
19255,19253,variation,810121057995,AMINO K.E.M CITRUS CANDY- EVOGEN,7,7,instock,inventario
19254,19253,variation,817189024549,AMINO K.E.M PATRIOT POP- EVOGEN,9,9,instock,inventario
19245,19242,variation,817189022743,EVOFUSION CHOCOLATE SHAKE 4.6 LBS EVOGEN,6,6,outofstock,inventario
19244,19242,variation,810121053737,EVOFUSION COOKIES AND CREAM 4.6 LBS EVOGEN,0,0,outofstock,inventario
19243,19242,variation,817189022750,EVOFUSION VANILLA BEAN ICE CREAM 4.6 LBS EVOGEN,3,3,outofstock,inventario
19237,19235,variation,817189028981,ISOJECT DE 4 LBS CHOCOLATE EVOGEN,1,1,outofstock,inventario
19236,19235,variation,817189028998,ISOJECT COOKIE AND CREAM 4 LBS EVOGEN,3,3,outofstock,inventario
19229,19225,variation,705016353422,ISO 100 COCOA PEBBLES 3 LBS DYMATIZE,11,11,instock,inventario
19228,19225,variation,705016353415,ISO 100 FRUTY PEBBLES 3 LBS DYMATIZE,15,15,instock,inventario
19227,19225,variation,705016353231,ISO 100 FUDGE BROWNIE 3 LIBRAS DYMATIZE,10,10,instock,inventario
20388,19205,variation,705016358205,ISO 100 VAINILLA 20 SERV. 1.34 LBS DYMATIZE,213,214,instock,inventario
