id,parent,tipo,sku,nombre,old_stock,new_stock,new_status,old_status,manage
13375,0,simple,713325974009,DHEA 180 CAPSULAS,11,11,instock,instock,True
19062,19061,variation,65007665240,VMS-PROTEIN ISOLATE -HIDROLIZED BIO-ACTIVE VAINILLA 5 LBS,35,35,instock,instock,True
18187,18186,variation,745560722138,PROLIVE BIO5 VAINILLA DE 5 LB IMPULSE,227,227,instock,instock,True
19779,19778,variation,853237000837,ISOFIT 30 SERVING STRAWERRY NUTREX,14,14,instock,instock,True
19356,19354,variation,810121051306,CARNIGEN REMIUN LIQUID SOUR GUMMIES-EVOGEN,35,35,instock,instock,True
18952,18946,variation,829263000066,NITRO UP BLEND VAINILLA 5 LBS - MUSCLEOLOGY,7,7,instock,instock,True
9151,0,simple,612590416644,"VEGAN-PROTEIN VAINILLA 2,04 LBS LANDERFIT",51,51,instock,instock,True
19752,19744,variation,810121052105,ISOJECT FRUITYCREREAL 1.83 LBS ISOJET EVOGEN,15,15,instock,instock,True
19210,19205,variation,705016600366,ISO 100 BIRTHDAY CAKE PEBBLES 1.34 LBS DYMATIZE,2,2,outofstock,instock,True
19802,19800,variation,850026029055,WHEY 100% VAINILLA 2 LBS NUTREX,24,24,instock,instock,True
19188,19183,variation,705016353446,ISO 100 COCOA PEBBLES 5 LBS DYMATIZE,5,5,outofstock,instock,True
13388,0,simple,810139572350,VITAMINA B COMPLEX 120 CAPSULAS,9,9,instock,instock,True
19074,19071,variation,748927066586,PROTEIN SHAKER VAINILLA 325 ML OPTIMUN NUTRICION,468,467,instock,instock,True
19355,19354,variation,810121055908,CARNIGEN PREMIUN LIQUID VICTORY PUNCH-EVOGEN,21,21,instock,instock,True
19819,19817,variation,748927028652,GOLD STANDAR WHEY VAINILLA ICE CREAN 1.98 LBS,26,26,instock,instock,True
19056,19055,variation,860008634443,PROTEIN COOKIE CHOCOLATE CHIP,42,42,instock,instock,True
108,0,simple,745560722015,"CREATINE SUPER ATP, 80 SERVS). 400G (UNFLAVORED) (CREATINA)",34,34,instock,instock,True
20447,20442,variation,842595131727,C4 PERFORMANCE 16OZ ELECTRIC SOUR APPLE,60,60,instock,instock,True
19409,19402,variation,810121053812,EVP XTREME N.O. POLAR CHERRY FROST-EVOGEN,9,9,instock,instock,True
19261,19253,variation,817189028264,AMINO K.E.M BLUEBERRY APPLE-EVOGEN,5,5,outofstock,instock,True
8556,0,simple,631656603118,TETOSTERONA BUSTER SIX STAR MUSCLETECH,11,11,instock,instock,True
19408,19402,variation,810121053966,EVP XTREME PEACH RINGS,2,2,outofstock,instock,True
19749,19744,variation,810121056660,ISOJECT CHOCOLATE - 25 SRV EVOGEN,1,1,outofstock,instock,True
18929,18927,variation,7503029522926,LEAN GAINER 8 LBS DUTCH CHOCOLATE,0,0,outofstock,outofstock,True
19031,19029,variation,860007286902,CBUM PROTEINA  ISOLATADA 2 LBS VAINILLA OATMEAL COOKIES,12,12,instock,instock,True
19758,19744,variation,810121056707,ISOJECT OATMEAL COOKIE 1.76 LBS ISOJET EVOGEN,2,2,outofstock,instock,True
18942,18941,variation,7503018110578,LEAN GAINER 12 LIBRAS DUTCH CHOCOLATE,3,3,outofstock,instock,True
19345,19342,variation,810121055274,EVP XTREME VICTORY PUNCH EVOGEN,1,1,outofstock,instock,True
19064,19061,variation,650076635257,VMS-PROTEIN ISOLATE-HIDROLIZED BIO-ACTIVE DE FRESA 5LB,120,120,instock,instock,True
19307,19304,variation,810121058701,EVP 3D PATRIOT POP- EVOGEN,12,12,instock,instock,True
19736,19734,variation,817189027793,LIPOCIDE- IR FRUIT PONCHS-EVOGEN,34,34,instock,instock,True
18893,18887,variation,608631655424,CREATINA STIM PRO52 SERV. FRUIT PUNCH IMPULSE,56,56,instock,instock,True
13373,0,simple,810014671659,COQ10 60 CAPSULAS,1,1,outofstock,instock,True
19256,19253,variation,810121057988,AMINO K.E.M JUICY GRAPE-EVOGEN,4,4,outofstock,instock,True
11803,0,simple,713101732076,PROTEINA VEGANA DE 4 LBS PANCAKE IMPULSE,11,11,instock,instock,True
19414,19402,variation,817189024587,EVPXTREME SOUR WATERMELON,3,3,outofstock,instock,True
19854,19843,variation,748927026672,AMINO ENERGY WATERMELON 270 G,150,150,instock,instock,True
20478,20464,variation,842595134964,C4 PERFORMANCE ENERGY 16OZ WATERMELON JOLLY RANCHER,96,96,instock,instock,True
19010,19008,variation,612590415838,PREMIUN WHEY LANDERFIT CHOCOLATE 26 SERVING,40,40,instock,instock,True
19084,19081,variation,748927062731,AMINO ENERGY RTD SPARLING AE JUCY CHERRY OPTIMUN NUTRICION,476,476,instock,instock,True
13382,0,simple,810139574149,NAC DE 600 MG 30 CAPSULAS,26,26,instock,instock,True
19032,19029,variation,850039445798,CBUM PROTEINA 2 LBS  ITOLATE BIRTHAY CAKE,16,16,instock,instock,True
19851,19843,variation,748927051698,AMINO ENERGY STRAWBERRY LIMON 270 G,32,32,instock,instock,True
19086,19081,variation,748927062748,AMINO ENERGY SPARLING AE MANGO PINIAPLE LIMONADE OPTIMUN NUTRICION,388,385,instock,instock,True
19852,19843,variation,748927054002,AMINO ENERGY BLUEBERRY MOJITO 270 G,26,26,instock,instock,True
11831,0,simple,666222007984,ACTIVE TIME RELEASED SPORT (MHP),10,10,instock,instock,True
18891,18887,variation,608631655431,CREATINA STIM PRO WATERMELON IMPULSE,46,46,instock,instock,True
19318,19304,variation,817189024600,EVP-3D TROPIC THUNDER-EVOGEN,4,4,outofstock,instock,True
18190,18186,variation,745560722145,PROLIVE BIO5 STRAWBERRY ICE CREAN 5 LBS IMPULSE,308,308,instock,instock,True
19311,19304,variation,810121053560,EVP 3D STRAWBERRY LEMONADE-EVOGEN,7,7,instock,instock,True
19073,19071,variation,748927069815,PROTEIN SHAKE STRAWBERRY 325ML OPTIMUN NUTRICION,98,98,instock,instock,True
19404,19402,variation,810121058961,EVP XTREME BLACK BERRY LEMONADA,12,12,instock,instock,True
11192,0,simple,829263000240,BCCA SUPER 8 MARACUYA 30 SERV - MUSCLEOLOGY,2,2,outofstock,instock,True
19956,9171,variation,612590416002,AMINO REVOLUTION LANDERFIT RASPBERRY LEMONADE + ELECTROLITROS,0,0,outofstock,outofstock,True
128,0,simple,703556204808,COLAGENO DR. JOINT PROFESSIONAL JOINT SUPPORT TUTTI FRUTTI 52 SERV. IMPULSE,56,56,instock,instock,True
18189,18186,variation,703556204846,PROLIVE BIO5 CARAMEL PEANUT BUTTER DE 5 LBS IMPULSE,49,49,instock,instock,True
11247,0,simple,850030689467,NAC REVIVE,20,20,instock,instock,True
